date,time,country,country_code,group_letter,spi,spi_offense,spi_defense,group,sixteen,quarter_finals,semi_finals,final,champion
18 June,00:00,Italy,ITA,D,80.19,2.0385,0.8083,0.4523,0.7486,0.340204451940563,0.106464745599314,0.038761930298013,0.009239670959644
18 June,00:00,Japan,JPN,C,73.13,2.073,1.3309,0.0112,0.1044,0.041069689728133,0.010416074760619,0.002675335027035,0.000372814805639
18 June,00:00,South Korea,KOR,H,72.42,1.6881,1.0845,0.1225,0.4028,0.089962151805625,0.023617762138257,0.0046119991804,0.000776845024106
18 June,00:00,Mexico,MEX,A,77.57,1.5338,0.6336,0.0463,0.8002,0.229276905243071,0.100658616720836,0.032254235624393,0.005796607992615
18 June,00:00,Netherlands,NED,B,86.88,2.8083,0.7476,0.663,0.9604,0.530100079301954,0.346150028712676,0.181824595298952,0.066078886359195
18 June,00:00,Nigeria,NGA,F,74.89,1.5476,0.8186,0.0336,0.2792,0.090265923535462,0.024162100056541,0.004677923340174,0.001049051550102
18 June,00:00,Portugal,POR,G,78.86,2.0356,0.9034,0.009,0.2224,0.108731933044861,0.035298377238218,0.013489160640287,0.002749750247615
18 June,00:00,Russia,RUS,H,78.86,1.6526,0.6319,0.2185,0.5832,0.187902684519332,0.065393778317047,0.018174121503509,0.00431284635072
18 June,00:00,Switzerland,SUI,E,79.35,2.0756,0.8953,0.2701,0.8053,0.290781778605283,0.115498563238548,0.037679221669598,0.008922698466158
18 June,00:00,Uruguay,URU,D,80.88,2.1937,0.8626,0.0584,0.2156,0.094688441425265,0.02464612529471,0.009255661062549,0.00273928731271
18 June,00:00,USA,USA,G,78.43,2.0989,0.9785,0.1056,0.6891,0.338722199932387,0.111495925164214,0.038654579785077,0.007972532290712
18 June,10:00,Algeria,ALG,H,64.31,1.1809,1.1672,0.022,0.1602,0.021836039121064,0.004556494989798,0.00058795192944,8.4562607776E-05
18 June,10:00,Argentina,ARG,F,89.87,2.8229,0.4464,0.9036,0.9814,0.69905916099125,0.496360310955443,0.314843337637482,0.146391818264826
18 June,10:00,Australia,AUS,B,68.89,1.6481,1.2794,0.0016,0.0181,0.001777155904365,0.000482075422822,9.4971947316E-05,1.4662156985E-05
18 June,10:00,Belgium,BEL,H,81.76,2.1436,0.762,0.6445,0.8728,0.41075667339401,0.15737277251389,0.06373189664358,0.01773842439831
18 June,10:00,Bosnia and Herzegovina,BIH,F,80.6,2.3292,0.9776,0.0409,0.5496,0.231656055852909,0.08170422023924,0.022439401227296,0.007521872398548
18 June,10:00,Brazil,BRA,A,90.87,3.17,0.531,0.915,0.9942,0.755128425981157,0.613959734564447,0.453717086087511,0.347165679111148
18 June,10:00,Chile,CHI,B,86.81,2.7213,0.703,0.3144,0.7801,0.342591336305089,0.216208035503252,0.111015820160894,0.046149221642639
18 June,10:00,Ivory Coast,CIV,C,79.16,2.213,1.0064,0.216,0.7926,0.399883240387794,0.129394232276953,0.045908092733331,0.011262391169966
18 June,10:00,Cameroon,CMR,A,70.21,1.3672,0.9711,0.0042,0.013,0.002648366701367,0.000881820454203,0.000202291978184,3.3637563537E-05
18 June,10:00,Colombia,COL,C,87.62,2.3867,0.4172,0.7644,0.9627,0.637690414798281,0.237903143588513,0.118859027716508,0.055257351439378
18 June,10:00,Costa Rica,CRC,D,77.5,1.5935,0.6832,0.4173,0.7306,0.291837996156418,0.080428410388593,0.025455097816465,0.005706059214858
18 June,10:00,Croatia,CRO,A,76.23,1.8127,0.9277,0.0167,0.1817,0.049645734238944,0.021020072885305,0.006430730483292,0.001210736489401
18 June,10:00,Ecuador,ECU,E,79.87,1.9878,0.7975,0.0343,0.2061,0.067729955115245,0.02988558290733,0.011103676006006,0.002781658481307
18 June,10:00,England,ENG,D,82.22,2.1666,0.742,0.0819,0.3133,0.142656719143844,0.041523310880796,0.0162243430953,0.005398161084053
18 June,10:00,Spain,ESP,B,86.76,2.6117,0.6396,0.0251,0.2445,0.076670120079587,0.045069339553746,0.02198080924233,0.01005539989451
18 June,10:00,France,FRA,E,86.92,2.5397,0.5798,0.6926,0.9223,0.562102413623707,0.277962106410764,0.113972943356,0.051947191621575
18 June,10:00,Germany,GER,G,90.09,3.2839,0.6908,0.8736,0.9804,0.799560920734293,0.551425713707577,0.27460678062943,0.168605334422316
18 June,10:00,Ghana,GHA,G,76.42,1.8491,0.9418,0.0061,0.1043,0.04702181511712,0.01348522166344,0.004559140086338,0.000900117983935
18 June,10:00,Greece,GRE,C,74.2,1.2966,0.6725,0.0084,0.1418,0.057981537376828,0.016207763617774,0.004485836352491,0.000767744246966
18 June,10:00,Honduras,HON,E,68.16,1.508,1.2109,0.0058,0.0705,0.011991626701598,0.003484977887697,0.00082044992429,0.000103359460464
18 June,10:00,Iran,IRN,F,70.82,1.1905,0.7931,0.0225,0.1948,0.05221340034586,0.011567378155134,0.002003526737633,0.000376889640845
18 June,10:00,Italy,ITA,D,80.19,2.0408,0.8109,0.4436,0.746,0.337348888561954,0.107803323594949,0.03913504676771,0.010215875883458
18 June,10:00,Japan,JPN,C,73.07,2.0699,1.334,0.0112,0.1029,0.040339777405233,0.010285133201797,0.002658382823376,0.000410391544691
18 June,10:00,South Korea,KOR,H,72.44,1.6875,1.0839,0.1291,0.4093,0.092046381006433,0.024183876765042,0.005001895709943,0.000906151039518
18 June,10:00,Mexico,MEX,A,78.6,1.4824,0.5291,0.0641,0.8111,0.243648950328286,0.109803866640856,0.036537542405309,0.007671792833703
18 June,10:00,Netherlands,NED,B,86.87,2.8048,0.7484,0.6589,0.9573,0.527889910461208,0.34327038860332,0.179869136359317,0.070854215389433
18 June,10:00,Nigeria,NGA,F,74.94,1.5518,0.8196,0.033,0.2742,0.088432376613088,0.023923282182938,0.005056597100175,0.001190446628508
18 June,10:00,Portugal,POR,G,78.86,2.0416,0.9083,0.0077,0.2277,0.112592879665897,0.036787595294979,0.014110711915353,0.003184934063351
18 June,10:00,Russia,RUS,H,78.28,1.6108,0.6428,0.2044,0.5577,0.173729342734162,0.05891125065213,0.016605883896675,0.004116318676213
18 June,10:00,Switzerland,SUI,E,79.35,2.074,0.8956,0.2673,0.8011,0.286815010756369,0.11474987188655,0.03869317995697,0.009909580191964
18 June,10:00,Uruguay,URU,D,80.88,2.193,0.8631,0.0572,0.2101,0.092261426169615,0.025759348822668,0.009637913381283,0.00301916516604
18 June,10:00,USA,USA,G,78.49,2.1028,0.9782,0.1126,0.6876,0.342455948226965,0.113639343788026,0.039650497892776,0.00904885528978
18 June,18:00,Algeria,ALG,H,64.31,1.1809,1.1672,0.0229,0.1528,0.021027220390059,0.004370765264809,0.000576713049575,8.1558122314E-05
18 June,18:00,Argentina,ARG,F,89.87,2.8229,0.4464,0.9036,0.9828,0.700138705617966,0.498182542514243,0.31593899890557,0.146763028823941
18 June,18:00,Australia,AUS,B,68.89,1.6481,1.2794,0,0.0031,0.000298875536712,7.4184948286E-05,1.2837946625E-05,2.312028276E-06
18 June,18:00,Belgium,BEL,H,81.76,2.1436,0.762,0.6521,0.8721,0.410505784126377,0.156824922013106,0.063683091738654,0.017693526680745
18 June,18:00,Bosnia and Herzegovina,BIH,F,80.6,2.3292,0.9776,0.04,0.5605,0.235649592100379,0.082652280270877,0.02256475885638,0.007609909688095
18 June,18:00,Brazil,BRA,A,90.87,3.17,0.531,0.921,0.995,0.753314517373174,0.613087485929048,0.452676706240401,0.34630042703384
18 June,18:00,Chile,CHI,B,86.81,2.7213,0.703,0.2664,0.776,0.322796454740158,0.20155149912042,0.102673537441406,0.043512901858137
18 June,18:00,Ivory Coast,CIV,C,79.16,2.213,1.0064,0.2266,0.7899,0.397734733010506,0.127661647001768,0.045403819435021,0.011161314997554
18 June,18:00,Cameroon,CMR,A,70.21,1.3672,0.9711,0.0044,0.0129,0.002627043704899,0.000843555164696,0.000191164595593,3.1757934521E-05
18 June,18:00,Colombia,COL,C,87.62,2.3867,0.4172,0.7524,0.9632,0.638209451165489,0.239628231371838,0.119410469642296,0.055347528912563
18 June,18:00,Costa Rica,CRC,D,77.5,1.5935,0.6832,0.4089,0.7217,0.287676524298726,0.078460906671701,0.024852880804847,0.005589829700293
18 June,18:00,Croatia,CRO,A,76.23,1.8127,0.9277,0.0162,0.1781,0.04850115088135,0.020497731176444,0.006280986340508,0.001180379654884
18 June,18:00,Ecuador,ECU,E,79.87,1.9878,0.7975,0.0358,0.2062,0.067444756323972,0.029648299873543,0.011024488071069,0.002756171669223
18 June,18:00,England,ENG,D,82.22,2.1666,0.742,0.0907,0.3224,0.148709405612397,0.043825585936929,0.017075895865959,0.005635600752756
18 June,18:00,Spain,ESP,B,86.76,2.6117,0.6396,0.0037,0.2226,0.061579656635719,0.035585433813723,0.017025559282279,0.008243812601831
18 June,18:00,France,FRA,E,86.92,2.5397,0.5798,0.6927,0.9212,0.560748809249763,0.276456012338045,0.113159985467084,0.051657637657079
18 June,18:00,Germany,GER,G,90.09,3.2839,0.6908,0.881,0.9826,0.800623274479749,0.552710638765162,0.274523270945022,0.16876841491392
18 June,18:00,Ghana,GHA,G,76.42,1.8491,0.9418,0.0049,0.1032,0.046740032211347,0.0135608189932,0.004602440395653,0.000904828543633
18 June,18:00,Greece,GRE,C,74.2,1.2966,0.6725,0.0104,0.144,0.058773528515287,0.01636031312176,0.004525160627554,0.000775242098635
18 June,18:00,Honduras,HON,E,68.16,1.508,1.2109,0.0058,0.0685,0.011711892565236,0.003439637451417,0.000813314362142,0.00010254550469
18 June,18:00,Iran,IRN,F,70.82,1.1905,0.7931,0.0219,0.1885,0.050278621529754,0.011008099527739,0.001896875572426,0.000359656574617
18 June,18:00,Italy,ITA,D,80.19,2.0408,0.8109,0.4406,0.7458,0.335996861835106,0.107469016416378,0.039077687987255,0.010188461646103
18 June,18:00,Japan,JPN,C,73.07,2.0699,1.334,0.0106,0.1029,0.040150978526725,0.010070867675947,0.002608302112807,0.000404004174554
18 June,18:00,South Korea,KOR,H,72.44,1.6875,1.0839,0.1271,0.4091,0.092030359057277,0.024067022874219,0.005001613959496,0.000902819017832
18 June,18:00,Mexico,MEX,A,78.6,1.4824,0.5291,0.0584,0.814,0.243506161666402,0.109374474647175,0.036430722206383,0.007651192924114
18 June,18:00,Netherlands,NED,B,86.87,2.8048,0.7484,0.7299,0.9983,0.567376139461621,0.369573974801907,0.194446213570591,0.075964188008969
18 June,18:00,Nigeria,NGA,F,74.94,1.5518,0.8196,0.0345,0.2682,0.087103324347998,0.023458026121861,0.00500806340576,0.001169299701613
18 June,18:00,Portugal,POR,G,78.86,2.0416,0.9083,0.009,0.2359,0.116866939311736,0.038082292774974,0.014514558182523,0.003282586035377
18 June,18:00,Russia,RUS,H,78.28,1.6108,0.6428,0.1979,0.566,0.174947496476308,0.059470010573821,0.016570918213655,0.004136567192528
18 June,18:00,Switzerland,SUI,E,79.35,2.074,0.8956,0.2657,0.8041,0.286924298264958,0.114840186957911,0.038744140397878,0.009912132414606
18 June,18:00,Uruguay,URU,D,80.88,2.193,0.8631,0.0598,0.2101,0.092748517035733,0.025935092201975,0.009670998865268,0.003030836555616
18 June,18:00,USA,USA,G,78.49,2.1028,0.9782,0.1051,0.6783,0.337258893947086,0.11122844368505,0.039013825512317,0.008879526577138
18 June,21:00,Algeria,ALG,H,64.31,1.1809,1.1672,0.0257,0.1589,0.022702386541684,0.004654411100851,0.000615249506995,8.6032062043E-05
18 June,21:00,Argentina,ARG,F,89.87,2.8229,0.4464,0.9056,0.9825,0.700236407920612,0.498704393708896,0.316513259792289,0.147011471034192
18 June,21:00,Australia,AUS,B,68.89,1.6481,1.2794,0,0,0,0,0,0
18 June,21:00,Belgium,BEL,H,81.76,2.1436,0.762,0.6425,0.8654,0.406995914716177,0.155334334796855,0.063042912019565,0.017536110533483
18 June,21:00,Bosnia and Herzegovina,BIH,F,80.6,2.3292,0.9776,0.0372,0.5618,0.236366269477618,0.082501376712806,0.022366996804071,0.007599528714147
18 June,21:00,Brazil,BRA,A,90.87,3.17,0.531,0.9189,0.9948,0.75114360422375,0.611675784011287,0.451716852995853,0.345518260680466
18 June,21:00,Chile,CHI,B,86.81,2.7213,0.703,0.3602,1,0.422043359476595,0.264351245857364,0.135270634921715,0.056964850151098
18 June,21:00,Ivory Coast,CIV,C,79.16,2.213,1.0064,0.2286,0.7925,0.400182077068373,0.128122556349303,0.045567543041717,0.011213923175862
18 June,21:00,Cameroon,CMR,A,70.21,1.3672,0.9711,0.0029,0.0128,0.002568775869614,0.000828834523154,0.000194715096907,3.1246018133E-05
18 June,21:00,Colombia,COL,C,87.62,2.3867,0.4172,0.7478,0.9593,0.634701273943408,0.238733407832995,0.119020147067437,0.055087770028146
18 June,21:00,Costa Rica,CRC,D,77.5,1.5935,0.6832,0.417,0.7222,0.289390205435405,0.079464233757221,0.025166206724685,0.005638433200245
18 June,21:00,Croatia,CRO,A,76.23,1.8127,0.9277,0.0162,0.1786,0.048639311668872,0.020540848988774,0.006319829683487,0.001188089965774
18 June,21:00,Ecuador,ECU,E,79.87,1.9878,0.7975,0.0315,0.2049,0.066795845049092,0.029972722614007,0.011236474426164,0.002787596899624
18 June,21:00,England,ENG,D,82.22,2.1666,0.742,0.0812,0.323,0.146759007296898,0.042286962214316,0.016520124815555,0.005517341260483
18 June,21:00,Spain,ESP,B,86.76,2.6117,0.6396,0,0,0,0,0,0
18 June,21:00,France,FRA,E,86.92,2.5397,0.5798,0.6927,0.921,0.561254358492376,0.276746127237731,0.113409073241858,0.051729502212769
18 June,21:00,Germany,GER,G,90.09,3.2839,0.6908,0.8807,0.9822,0.800594164844926,0.55259238107151,0.274448749136614,0.168769898475199
18 June,21:00,Ghana,GHA,G,76.42,1.8491,0.9418,0.0037,0.1066,0.048058401512829,0.013544686984751,0.004645779600271,0.000911888814028
18 June,21:00,Greece,GRE,C,74.2,1.2966,0.6725,0.0114,0.145,0.059072719649341,0.016292587484352,0.004493626238058,0.000771829408931
18 June,21:00,Honduras,HON,E,68.16,1.508,1.2109,0.005,0.0676,0.011251319041891,0.00328199569265,0.000781182476961,9.8590062713E-05
18 June,21:00,Iran,IRN,F,70.82,1.1905,0.7931,0.0219,0.1884,0.050166750568752,0.011046627124353,0.001899258648196,0.000358948858362
18 June,21:00,Italy,ITA,D,80.19,2.0408,0.8109,0.4418,0.746,0.33709886436729,0.107515201317823,0.038984898863786,0.010190187644404
18 June,21:00,Japan,JPN,C,73.07,2.0699,1.334,0.0122,0.1032,0.040289673605102,0.010183968188977,0.002623826460628,0.000408387941588
18 June,21:00,South Korea,KOR,H,72.44,1.6875,1.0839,0.132,0.4164,0.093993419395539,0.024567742512948,0.005072215953375,0.000918136177187
18 June,21:00,Mexico,MEX,A,78.6,1.4824,0.5291,0.062,0.8138,0.243424628301799,0.109425023421283,0.036379305556845,0.007646374122124
18 June,21:00,Netherlands,NED,B,86.87,2.8048,0.7484,0.6398,1,0.532180320459397,0.344559196820627,0.180135201614392,0.071597149837647
18 June,21:00,Nigeria,NGA,F,74.94,1.5518,0.8196,0.0353,0.2673,0.086333599069643,0.023413693342426,0.005014544803781,0.001164456363665
18 June,21:00,Portugal,POR,G,78.86,2.0416,0.9083,0.0095,0.2271,0.113196277257378,0.036798048284872,0.014033789688523,0.003172900329435
18 June,21:00,Russia,RUS,H,78.28,1.6108,0.6428,0.1998,0.5593,0.172943597410611,0.058807472241284,0.016541230473767,0.004108230179172
18 June,21:00,Switzerland,SUI,E,79.35,2.074,0.8956,0.2708,0.8065,0.287595450380041,0.114899089319933,0.038626739465304,0.009910766671599
18 June,21:00,Uruguay,URU,D,80.88,2.193,0.8631,0.06,0.2088,0.092506178634151,0.026020149232514,0.009743629572356,0.003040961082349
18 June,21:00,USA,USA,G,78.49,2.1028,0.9782,0.1061,0.6841,0.341515838320794,0.113134897254108,0.039616001308846,0.009021138095131
19 June,00:00,Algeria,ALG,H,64.31,1.1809,1.1672,0.0239,0.155,0.022336338719737,0.004654214979158,0.000613133904104,8.6343011673E-05
19 June,00:00,Argentina,ARG,F,89.87,2.8229,0.4464,0.9028,0.9814,0.696951010119079,0.495542650114562,0.313957236336741,0.14617332952507
19 June,00:00,Australia,AUS,B,68.89,1.6481,1.2794,0,0,0,0,0,0
19 June,00:00,Belgium,BEL,H,81.76,2.1436,0.762,0.6432,0.8679,0.406002978172751,0.155733423737741,0.063068000233443,0.017587181652971
19 June,00:00,Bosnia and Herzegovina,BIH,F,80.6,2.3292,0.9776,0.0367,0.5475,0.231166915357837,0.080425245239378,0.022033327162713,0.007431728908387
19 June,00:00,Brazil,BRA,A,90.87,3.17,0.531,0.9095,0.9926,0.74946965174393,0.610051928842564,0.450982959274125,0.344911902660546
19 June,00:00,Chile,CHI,B,86.81,2.7213,0.703,0.3673,1,0.428325492916169,0.268091261907369,0.137291342308182,0.057664009833832
19 June,00:00,Ivory Coast,CIV,C,79.16,2.213,1.0064,0.2235,0.7852,0.39589574080976,0.12727516248779,0.045163859914661,0.011130387417184
19 June,00:00,Cameroon,CMR,A,70.21,1.3672,0.9711,0,0,0,0,0,0
19 June,00:00,Colombia,COL,C,87.62,2.3867,0.4172,0.7551,0.9573,0.633172916297202,0.237541053905014,0.118410847324031,0.054972701907357
19 June,00:00,Costa Rica,CRC,D,77.5,1.5935,0.6832,0.3982,0.708,0.283440570123034,0.077689324721076,0.024638455618436,0.005531982481794
19 June,00:00,Croatia,CRO,A,76.23,1.8127,0.9277,0.0334,0.3262,0.088862847891784,0.037567044542918,0.011526673607982,0.002188157734206
19 June,00:00,Ecuador,ECU,E,79.87,1.9878,0.7975,0.0363,0.2014,0.066820548556228,0.029250587412828,0.01091644804463,0.002732374901819
19 June,00:00,England,ENG,D,82.22,2.1666,0.742,0.0861,0.3274,0.149878696057978,0.04351122416885,0.017041881611478,0.005663593372721
19 June,00:00,Spain,ESP,B,86.76,2.6117,0.6396,0,0,0,0,0,0
19 June,00:00,France,FRA,E,86.92,2.5397,0.5798,0.6818,0.9207,0.557407346696632,0.276333102350994,0.113748630767142,0.051761757296976
19 June,00:00,Germany,GER,G,90.09,3.2839,0.6908,0.8784,0.9837,0.800904676440121,0.55362842788433,0.27632908865059,0.169525902077067
19 June,00:00,Ghana,GHA,G,76.42,1.8491,0.9418,0.0055,0.1056,0.04796208724164,0.013845163437328,0.004656233057717,0.000921593298178
19 June,00:00,Greece,GRE,C,74.2,1.2966,0.6725,0.0102,0.1527,0.061945722316614,0.017067223333607,0.004770153063585,0.000818943836841
19 June,00:00,Honduras,HON,E,68.16,1.508,1.2109,0.0065,0.0686,0.011949756253343,0.003382018613875,0.000790452008277,0.000100688415307
19 June,00:00,Iran,IRN,F,70.82,1.1905,0.7931,0.0208,0.2014,0.05431394282577,0.01200715369636,0.00204893807947,0.000390367610714
19 June,00:00,Italy,ITA,D,80.19,2.0408,0.8109,0.4579,0.753,0.342121567674853,0.109780402528274,0.039801031752257,0.01039458348393
19 June,00:00,Japan,JPN,C,73.07,2.0699,1.334,0.0112,0.1048,0.040952036237262,0.010326381476912,0.002674475576421,0.000413291409353
19 June,00:00,South Korea,KOR,H,72.44,1.6875,1.0839,0.127,0.4128,0.092683354826161,0.024218199173927,0.004978579999239,0.00090668363387
19 June,00:00,Mexico,MEX,A,78.6,1.4824,0.5291,0.0571,0.6812,0.203770790545673,0.091696276821205,0.030483341042914,0.0064209428777
19 June,00:00,Netherlands,NED,B,86.87,2.8048,0.7484,0.6327,1,0.529571216902452,0.343486718003091,0.179550828727972,0.071560772866346
19 June,00:00,Nigeria,NGA,F,74.94,1.5518,0.8196,0.0397,0.2697,0.088430600084918,0.024372479179679,0.005245237858602,0.001211890203905
19 June,00:00,Portugal,POR,G,78.86,2.0416,0.9083,0.0082,0.2307,0.115020991582054,0.037465219450431,0.014290369065586,0.003232095604805
19 June,00:00,Russia,RUS,H,78.28,1.6108,0.6428,0.2059,0.5643,0.175947330533807,0.05984739426304,0.016871304049961,0.004179814382261
19 June,00:00,Switzerland,SUI,E,79.35,2.074,0.8956,0.2754,0.8093,0.29295988010622,0.116869231559563,0.039166417000033,0.010070607870327
19 June,00:00,Uruguay,URU,D,80.88,2.193,0.8631,0.0578,0.2116,0.092592750483268,0.025915997261317,0.009715500922655,0.00305182799612
19 June,00:00,USA,USA,G,78.49,2.1028,0.9782,0.1079,0.68,0.339142242483671,0.112425488906783,0.039235253037051,0.00896454372874
19 June,09:30,Algeria,ALG,H,64.3,1.1801,1.1672,0.0213,0.1551,0.02289718137931,0.004812517552247,0.000606574822335,8.7761049676E-05
19 June,09:30,Argentina,ARG,F,89.89,2.8248,0.4457,0.9077,0.982,0.698066472765686,0.498308410009224,0.31573291643178,0.147045175096821
19 June,09:30,Australia,AUS,B,70.15,1.7855,1.3089,0,0,0,0,0,0
19 June,09:30,Belgium,BEL,H,81.88,2.1496,0.7576,0.645,0.8752,0.415061966177896,0.160017551682679,0.064443965649051,0.018203871101105
19 June,09:30,Bosnia and Herzegovina,BIH,F,80.62,2.3309,0.9766,0.0373,0.5482,0.230768091115978,0.084929121074034,0.022536861006335,0.007691923723247
19 June,09:30,Brazil,BRA,A,91.09,3.1909,0.516,0.9184,0.9942,0.750983637426015,0.614370149755272,0.46667625734253,0.360343624255207
19 June,09:30,Chile,CHI,B,87.82,2.7509,0.6228,0.4083,1,0.450714468720522,0.294191877382459,0.159837742060596,0.070837190600748
19 June,09:30,Ivory Coast,CIV,C,79.13,2.2127,1.0084,0.2217,0.7835,0.395110534128104,0.12519647849178,0.044669921029462,0.011038775455406
19 June,09:30,Cameroon,CMR,A,69.44,1.4901,1.1177,0,0,0,0,0,0
19 June,09:30,Colombia,COL,C,87.7,2.3934,0.4145,0.7565,0.9624,0.638882841166306,0.236075172228686,0.12096031147577,0.056475224299102
19 June,09:30,Costa Rica,CRC,D,77.52,1.5925,0.6815,0.4145,0.7242,0.289290823284294,0.078544230556949,0.025116179727055,0.005668932783028
19 June,09:30,Croatia,CRO,A,79.64,2.0406,0.8511,0.0379,0.3965,0.128803344625078,0.062118727589576,0.022327738830619,0.00516369726724
19 June,09:30,Ecuador,ECU,E,79.95,1.9863,0.7908,0.0349,0.2053,0.066810142787674,0.03001093910261,0.011067811450984,0.002809467818958
19 June,09:30,England,ENG,D,82.23,2.1691,0.7432,0.0854,0.3255,0.148346486245995,0.042363226092619,0.016869159902312,0.005641615455972
19 June,09:30,Spain,ESP,B,85.72,2.478,0.6526,0,0,0,0,0,0
19 June,09:30,France,FRA,E,86.9,2.5366,0.5805,0.6872,0.9207,0.560293289531529,0.286614203459529,0.115553363617317,0.052639296101021
19 June,09:30,Germany,GER,G,89.42,3.2403,0.7437,0.8636,0.9786,0.78062604724335,0.523398343368317,0.246416830297313,0.145389856339719
